,Host,Parasite,ParasiteFull,group,hostgroup
218,Bufo japonicus,Acanthocephalus lucidus,"Acanthocephalus lucidus Van Cleave, 1925",Acanthocephalans,Amphibia
219,Elaphe quadrivirgata,Acanthocephalus lucidus,"Acanthocephalus lucidus Van Cleave, 1925",Acanthocephalans,Reptilia
220,Rana ornativentris,Acanthocephalus lucidus,"Acanthocephalus lucidus Van Cleave, 1925",Acanthocephalans,Amphibia
221,Glandirana rugosa,Acanthocephalus lucidus,"Acanthocephalus lucidus Van Cleave, 1925",Acanthocephalans,NA
222,Rana tagoi,Acanthocephalus lucidus,"Acanthocephalus lucidus Van Cleave, 1925",Acanthocephalans,Amphibia
223,Rhabdophis tigrina,Acanthocephalus lucidus,"Acanthocephalus lucidus Van Cleave, 1925",Acanthocephalans,NA
224,Oncorhynchus mykiss,Acanthocephalus lucidus,"Acanthocephalus lucidus Van Cleave, 1925",Acanthocephalans,Teleostei
225,Blicca bjoerkna,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
226,Abramis brama,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
227,Abramis sapa,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
228,Gymnocephalus cernuus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
229,Acipenser ruthenus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Chondrostei
230,Alcedo atthis,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Aves
231,Anas querquedula,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Aves
232,Anguilla anguilla,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
233,Asellus aquaticus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Malacostraca
234,Barbatula barbatulus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
235,Barbus barbus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
236,Barbus meridionalis,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
237,Benthophilus stellatus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
238,Blicca bjoerkna,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
239,Carassius carassius,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
240,Coregonus lavaretus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
241,Coregonus lavaretus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
242,Cottus gobio,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
243,Cyprinus carpio,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
244,Delichon urbicum,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
245,Dikerogammarus haematobaphes,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
246,Dikerogammarus haemobaphes,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
247,Dikerogammarus villosus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
248,Esox lucius,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
249,Gadus morhua,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
250,Gammarus balcanicus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
251,Gammarus lacustris,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Malacostraca
252,Gammarus kischineffensis,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
253,Gasterosteus aculeatus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
254,Gobio gobio,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
255,Gymnocephalus cernuus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
256,Gymnocephalus schraetser,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
257,Ameiurus nebulosus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
258,Lepomis gibbosus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
259,Leuciscus cephalus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
260,Leuciscus idus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
261,Leuciscus leuciscus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
262,Lota lota,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
263,Lucioperca lucioperca,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
264,Nemachilus barbatulus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
265,Neogobius fluviatilis,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
266,Neogobius melanostomus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
267,Oncorhynchus mykiss,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
268,Osmerus eperlanus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
269,Pelecus cultratus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
270,Perca fluviatilis,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
271,Phoxinus percnurus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
272,Phoxinus phoxinus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
273,Platichthys flesus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
274,Pomatoschistus marmoratus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
275,Proterorhinus marmoratus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
276,Toxorhynchites rutilus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
277,Salmo trutta,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
278,Salmo trutta,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
279,Salvelinus alpinus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
280,Scardinius erythrophthalmus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
281,Teleostei,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
282,Silurus glanis,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
283,Stenodus leucichthys,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
284,Sander lucioperca,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
285,Stizostedion volgensis,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,NA
286,Thymallus thymallus,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
287,Tinca tinca,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
288,Umbra krameri,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
289,Vimba vimba,Acanthocephalus lucii,"Acanthocephalus lucii (Muller, 1777)",Acanthocephalans,Teleostei
290,Carassius carassius,Acanthocephalus minor,"Acanthocephalus minor Yamaguti, 1935",Acanthocephalans,Teleostei
291,Chaenogobius urotaenia,Acanthocephalus minor,"Acanthocephalus minor Yamaguti, 1935",Acanthocephalans,NA
292,Mogurnda obscura,Acanthocephalus minor,"Acanthocephalus minor Yamaguti, 1935",Acanthocephalans,NA
293,Oncorhynchus masou,Acanthocephalus minor,"Acanthocephalus minor Yamaguti, 1935",Acanthocephalans,Teleostei
294,Parasilurus asotus,Acanthocephalus minor,"Acanthocephalus minor Yamaguti, 1935",Acanthocephalans,Teleostei
295,Oncorhynchus mykiss,Acanthocephalus minor,"Acanthocephalus minor Yamaguti, 1935",Acanthocephalans,Teleostei
296,Salvelinus malma,Acanthocephalus minor,"Acanthocephalus minor Yamaguti, 1935",Acanthocephalans,Teleostei
297,Chaenogobius annularis,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
298,Gnathopogon elongatus,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
299,Hemibarbus barbus,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
300,Leptobotia curta,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,NA
301,Leuciscus hakonensis,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,NA
302,Misgurnus anguillicaudatus,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
303,Oncorhynchus nerka,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
304,Oncorhynchus masou,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
305,Opsariichthys uncirostris,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
306,Phoxinus steindachneri,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,NA
307,Plecoglossus altivelis,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
308,Pseudorasbora parva,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
309,Oncorhynchus mykiss,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
310,Salvelinus fontinalis,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
311,Zacco platypus,Acanthocephalus opsariichthydis,"Acanthocephalus opsariichthydis Yamaguti, 1935",Acanthocephalans,Teleostei
312,Homo sapiens,Acanthocephalus rauschi,"Acanthocephalus rauschi (Schmidt, 1969)",Acanthocephalans,Mammalia
313,Thymallus arcticus,Paracanthocephalus rauschi,"Paracanthocephalus rauschi Schmidt, 1969",Acanthocephalans,Teleostei
314,Catostomus commersonii,Acanthocephalus tahlequahensis,"Acanthocephalus tahlequahensis Oetinger & Buckner, 1976",Acanthocephalans,NA
315,Etheostoma punctualum,Acanthocephalus tahlequahensis,"Acanthocephalus tahlequahensis Oetinger & Buckner, 1976",Acanthocephalans,NA
316,Notropis pislbryi,Acanthocephalus tahlequahensis,"Acanthocephalus tahlequahensis Oetinger & Buckner, 1976",Acanthocephalans,NA
317,Hyporhamphus sayori,Allorhadinorhynchus segmentatus,"Allorhadinorhynchus segmentatus Yamaguti, 1959",Acanthocephalans,NA
318,Aythya affinis,Andracantha mergi,"Andracantha mergi (Lundstrom, 1942)",Acanthocephalans,Aves
319,Gavia stellata,Andracantha mergi,"Andracantha mergi (Lundstrom, 1942)",Acanthocephalans,Aves
320,Haliaeetus leucocephalus,Andracantha mergi,"Andracantha mergi (Lundstrom, 1942)",Acanthocephalans,Aves
321,Nycticorax nycticorax,Andracantha mergi,"Andracantha mergi (Lundstrom, 1942)",Acanthocephalans,Aves
322,Pandion haliaetus,Andracantha mergi,"Andracantha mergi (Lundstrom, 1942)",Acanthocephalans,Aves
323,Pholis gunnellus,Andracantha mergi,"Andracantha mergi (Lundstrom, 1942)",Acanthocephalans,Teleostei
324,Podiceps cristatus,Andracantha mergi,"Andracantha mergi (Lundstrom, 1942)",Acanthocephalans,Aves
325,Podiceps grisegena,Andracantha mergi,"Andracantha mergi (Lundstrom, 1942)",Acanthocephalans,Aves
326,Gavia immer,Andracantha phalacrocoracis,"Andracantha phalacrocoracis (Yamaguti, 1939)",Acanthocephalans,Aves
327,Gavia stellata,Andracantha phalacrocoracis,"Andracantha phalacrocoracis (Yamaguti, 1939)",Acanthocephalans,Aves
328,Haliaeetus leucocephalus,Andracantha phalacrocoracis,"Andracantha phalacrocoracis (Yamaguti, 1939)",Acanthocephalans,Aves
329,Phalacrocorax carbo,Andracantha phalacrocoracis,"Andracantha phalacrocoracis (Yamaguti, 1939)",Acanthocephalans,Aves
330,Phalacrocorax carbo,Andracantha phalacrocoracis,"Andracantha phalacrocoracis (Yamaguti, 1939)",Acanthocephalans,Aves
331,Phalacrocorax filamentosus,Andracantha phalacrocoracis,"Andracantha phalacrocoracis (Yamaguti, 1939)",Acanthocephalans,NA
332,Paraplagusia guttata,Arhythmacanthus paraplagusiarum,"Arhythmacanthus paraplagusiarum Nickol, 1972",Acanthocephalans,Teleostei
333,Netuma thalassinus,Arhythmacanthus septacanthus,"Arhythmacanthus septacanthus Sita, 1949",Acanthocephalans,NA
334,Plotosus canius,Arhythmacanthus septacanthus,"Arhythmacanthus septacanthus Sita, 1949",Acanthocephalans,Teleostei
335,Upeneus sulphureus,Arhythmacanthus septacanthus,"Arhythmacanthus septacanthus Sita, 1949",Acanthocephalans,Teleostei
336,Mugil platanus,Atactorhynchus mugilis,"Atactorhynchus mugilis Machado Filho, 1951",Acanthocephalans,NA
337,Cyprinodon variegatus,Atactorhynchus verecundus,"Atactorhynchus verecundus Chandler, 1937",Acanthocephalans,Teleostei
338,Paralichthys lethostigmus,Atactorhynchus verecundus,"Atactorhynchus verecundus Chandler, 1937",Acanthocephalans,NA
339,Mullus surmuletus,Breizacanthus chabaudi,"Breizacanthus chabaudi Golvan, 1969",Acanthocephalans,Teleostei
340,Mullus surmuletus,Breizacanthus irenae,"Breizacanthus irenae Golvan, 1969",Acanthocephalans,Teleostei
341,Pseudupeneus prayensis,Breizacanthus irenae,"Breizacanthus irenae Golvan, 1969",Acanthocephalans,Teleostei
342,Synchiropus phaeton,Breizacanthus ligur,"Breizacanthus ligur Paggi, Orecchia & Della Seta, 1975",Acanthocephalans,NA
343,Chlorophthalmus agassizi,Breizacanthus ligur,"Breizacanthus ligur Paggi, Orecchia & Della Seta, 1975",Acanthocephalans,Teleostei
344,Coelorhinchus coelorhynchus,Breizacanthus ligur,"Breizacanthus ligur Paggi, Orecchia & Della Seta, 1975",Acanthocephalans,NA
345,Gadiculus argenteus,Breizacanthus ligur,"Breizacanthus ligur Paggi, Orecchia & Della Seta, 1975",Acanthocephalans,Teleostei
346,Helicolenus dactylopterus,Breizacanthus ligur,"Breizacanthus ligur Paggi, Orecchia & Della Seta, 1975",Acanthocephalans,Teleostei
347,Phycis blennoides,Breizacanthus ligur,"Breizacanthus ligur Paggi, Orecchia & Della Seta, 1975",Acanthocephalans,Teleostei
348,Acanthurus strigosus,Cavisoma magnum,"Cavisoma magnum (Southwell, 1927)",Acanthocephalans,NA
349,Chanos chanos,Cavisoma magnum,"Cavisoma magnum (Southwell, 1927)",Acanthocephalans,Teleostei
350,Asio otus,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Aves
351,Bubo bubo,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Aves
352,Buteo buteo,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Aves
353,Circus aeruginosus,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Aves
354,Falco tinnunculus,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Aves
355,Haliaeetus albicilla,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Aves
356,Mergellus albellus,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Aves
357,Natrix natrix,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Reptilia
358,Neomys anomalus,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Mammalia
359,Otus scops,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Aves
360,Sorex araneus,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Mammalia
361,Sorex minutus,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Mammalia
362,Strix aluco,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Aves
363,Strix uralensis,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Aves
364,Vipera berus,Centrorhynchus aluconis,"Centrorhynchus aluconis (Muller, 1780)",Acanthocephalans,Reptilia
365,Canis lupus,Centrorhynchus clitorideum,"Centrorhynchus clitorideum Meyer, 1931",Acanthocephalans,Mammalia
366,Otus scops,Centrorhynchus clitorideum,"Centrorhynchus clitorideum Meyer, 1931",Acanthocephalans,Aves
367,Dacelo novaeguineae,Centrorhynchus horridus,"Centrorhynchus horridus (Linstow, 1897)",Acanthocephalans,Aves
368,Todiramphus sanctus,Centrorhynchus horridus,"Centrorhynchus horridus (Linstow, 1897)",Acanthocephalans,NA
369,Sauropatis sancta,Centrorhynchus horridus,"Centrorhynchus horridus (Linstow, 1897)",Acanthocephalans,NA
370,Miichthys miiuy,Centrorhynchus sinicus,"Centrorhynchus sinicus Wang, 1966",Acanthocephalans,Teleostei
371,Miichthys mi-iuy,Centrorhynchus sinicus,"Centrorhynchus sinicus Wang, 1966",Acanthocephalans,NA
372,Pangasius pangasius,Cleaveius prashadi,"Cleaveius prashadi (Datta, 1940)",Acanthocephalans,Teleostei
373,Gavia immer,Corynosoma anatarium,"Corynosoma anatarium Van Cleave, 1945",Acanthocephalans,Aves
374,Podiceps grisegena,Corynosoma anatarium,"Corynosoma anatarium Van Cleave, 1945",Acanthocephalans,Aves
375,Vulpes lagopus,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,NA
376,Gavia stellata,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,Aves
377,Leucocarbo fuscescens,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,NA
378,Leucocarbo atriceps,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,NA
379,Microcarbo melanoleucos,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,NA
380,Phalacrocorax sulcirostris,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,Aves
381,Phalacrocorax varius,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,Aves
382,Leucocarbo verrucosus,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,NA
383,Platycephalus arenarius,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,Teleostei
384,Platycephalus bassensis,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,Teleostei
385,Platycephalus fuscus,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,Teleostei
386,Neoplatycephalus richardsoni,Corynosoma clavatum,"Corynosoma clavatum Goss, 1940",Acanthocephalans,NA
387,Anas acuta,Corynosoma constrictum,"Corynosoma constrictum Van Cleave, 1918",Acanthocephalans,Aves
